ensembl_gene_id	external_gene_name	entrezgene_id	chromosome_name	start_position	end_position
ENSMUSG00000101271	Gm28334	NA	chrY	36268499	36268813
ENSMUSG00000099504	Gm28335	NA	chrY	36305080	36305775
ENSMUSG00000099782	Gm20903	100042110	chrY	73680584	73706755
ENSMUSG00000101377	Gm28336	NA	chrY	36346482	36346928
ENSMUSG00000101038	Gm28272	NA	chrY	73771842	73772537
ENSMUSG00000101709	Gm28337	NA	chrY	36366108	36390780
ENSMUSG00000100604	Gm29256	NA	chrY	73800413	73800724
ENSMUSG00000099554	Gm28259	NA	chrY	73837428	73840664
ENSMUSG00000099814	Gm28338	NA	chrY	36451056	36454295
ENSMUSG00000101757	Gm28273	NA	chrY	73948074	73948768
ENSMUSG00000100179	Gm21715	NA	chrY	74022734	74023427
ENSMUSG00000101815	Gm29028	NA	chrY	36785886	36789232
ENSMUSG00000101538	Gm29029	NA	chrY	36795121	36795816
ENSMUSG00000100251	Gm29615	NA	chrY	74089372	74090068
ENSMUSG00000100983	Gm29030	NA	chrY	36831137	36831751
ENSMUSG00000101820	Gm29023	NA	chrY	36840242	36844291
ENSMUSG00000100283	Gm29024	NA	chrY	36860659	36861354
ENSMUSG00000099832	Gm29025	NA	chrY	36891289	36894627
ENSMUSG00000101246	Gm29026	NA	chrY	36896033	36896347
ENSMUSG00000101382	Gm28213	NA	chrY	37026432	37027046
ENSMUSG00000099967	Gm28212	NA	chrY	37038156	37039696
ENSMUSG00000101161	Gm21799	NA	chrY	37055954	37056649
ENSMUSG00000100705	Gm28227	NA	chrY	37127875	37128570
ENSMUSG00000101157	Gm20905	108168510	chrY	37188765	37214948
ENSMUSG00000099712	Gm29411	NA	chrY	37319397	37320092
ENSMUSG00000099586	Gm28222	NA	chrY	37356291	37356905
ENSMUSG00000100066	Gm21835	NA	chrY	37385825	37386520
ENSMUSG00000101879	Gm28820	NA	chrY	37502673	37505910
ENSMUSG00000099412	Gm28223	NA	chrY	37539682	37539996
ENSMUSG00000101831	Gm29412	NA	chrY	37576237	37576932
ENSMUSG00000100428	Gm29413	NA	chrY	37637165	37661980
ENSMUSG00000099601	Gm29671	NA	chrY	37764182	37767528
ENSMUSG00000101704	Gm21878	NA	chrY	37773407	37774102
ENSMUSG00000101349	Gm28162	NA	chrY	37810308	37810922
ENSMUSG00000100140	Gm28789	NA	chrY	75145003	75148242
ENSMUSG00000101710	Gm20922	NA	chrY	37839981	37840676
ENSMUSG00000094575	Gm20738	382133	chrY	37913156	37915490
ENSMUSG00000094575	Gm20738	108168660	chrY	37913156	37915490
ENSMUSG00000101146	Gm20814	108167378	chrY	75207125	75233327
ENSMUSG00000099499	Gm28787	NA	chrY	75293574	75294269
ENSMUSG00000101213	Gm28788	NA	chrY	75330518	75330892
ENSMUSG00000100952	Gm28545	NA	chrY	38022387	38025625
ENSMUSG00000099730	Gm28547	NA	chrY	38057568	38060910
ENSMUSG00000099896	Gm29278	NA	chrY	75367611	75370847
ENSMUSG00000101873	Gm28546	NA	chrY	38098866	38099480
ENSMUSG00000101980	Gm21922	NA	chrY	75476964	75477641
ENSMUSG00000100203	Gm21924	NA	chrY	38128360	38129055
ENSMUSG00000100669	Gm21111	108168576	chrY	75550972	75551667
ENSMUSG00000099460	Gm21735	NA	chrY	38203093	38203788
ENSMUSG00000100260	Gm28608	NA	chrY	75580166	75580780
ENSMUSG00000100675	Gm28607	NA	chrY	75616961	75617299
ENSMUSG00000099807	Gm28771	NA	chrY	38295430	38298668
ENSMUSG00000101435	Gm28772	NA	chrY	38331844	38335184
ENSMUSG00000100544	Gm28606	NA	chrY	75664495	75667734
ENSMUSG00000100883	Gm28773	NA	chrY	38369983	38370678
ENSMUSG00000100902	Gm20850	100040712	chrY	75726591	75752818
ENSMUSG00000100892	Gm20897	108168548	chrY	38431406	38457583
ENSMUSG00000100673	Gm29574	NA	chrY	75813201	75813896
ENSMUSG00000101050	Gm28774	NA	chrY	38516408	38519645
ENSMUSG00000102025	Gm29575	NA	chrY	75850183	75850497
ENSMUSG00000099793	Gm28775	NA	chrY	38551562	38554905
ENSMUSG00000100699	Gm21765	NA	chrY	38561027	38561722
ENSMUSG00000096438	Gapdh-ps15	NA	chrY	38575128	38576129
ENSMUSG00000099351	Gm28776	NA	chrY	38599181	38599795
ENSMUSG00000099489	Gm21787	NA	chrY	38628676	38629368
ENSMUSG00000100845	Gm28770	NA	chrY	38702993	38703685
ENSMUSG00000096275	Gm20901	NA	chrY	38730279	38754706
ENSMUSG00000101771	Gm28176	NA	chrY	38827980	38830343
ENSMUSG00000100719	Gm28786	NA	chrY	38852738	38853263
ENSMUSG00000101740	Gm29360	NA	chrY	38890449	38892728
ENSMUSG00000100050	Gm28121	NA	chrY	76653539	76653877
ENSMUSG00000101292	Gm29496	NA	chrY	39033735	39034427
ENSMUSG00000100588	Gm29497	NA	chrY	39114193	39117425
ENSMUSG00000102050	Gm29499	NA	chrY	39299890	39300375
ENSMUSG00000101238	Gm28123	NA	chrY	76860450	76861145
ENSMUSG00000100406	Gm28120	NA	chrY	76897545	76897859
ENSMUSG00000099526	Gm29313	NA	chrY	76934608	76937847
ENSMUSG00000101040	Gm29498	NA	chrY	39367166	39369445
ENSMUSG00000100560	Gm21180	100861743	chrY	77085302	77085997
ENSMUSG00000101272	Gm36782	NA	chrY	39406588	39407085
ENSMUSG00000101478	Gm20859	108168556	chrY	77159999	77160691
ENSMUSG00000101633	Gm29839	NA	chrY	39459472	39459969
ENSMUSG00000101283	Gm29314	NA	chrY	77189641	77190255
ENSMUSG00000101727	Gm29495	NA	chrY	39545114	39569544
ENSMUSG00000100907	Gm29310	NA	chrY	77226496	77227191
ENSMUSG00000101960	Gm29311	NA	chrY	77268515	77271301
ENSMUSG00000095179	Gm21638	108168532	chrY	77330268	77356520
ENSMUSG00000101917	Gm29312	NA	chrY	77417625	77418320
ENSMUSG00000101205	Gm29308	NA	chrY	77454469	77454783
ENSMUSG00000100526	Gm29309	NA	chrY	77456192	77459535
ENSMUSG00000101785	Gm28702	NA	chrY	77488086	77493212
ENSMUSG00000100149	Gm28701	NA	chrY	77490182	77492406
ENSMUSG00000101602	Gm28700	NA	chrY	77507468	77518394
ENSMUSG00000099953	Gm28699	NA	chrY	77578588	77579283
ENSMUSG00000102032	Gm28705	NA	chrY	77615500	77615814
ENSMUSG00000100823	Gm28704	NA	chrY	77617224	77620570
ENSMUSG00000099416	Gm28540	NA	chrY	77654946	77658183
ENSMUSG00000099606	Gm28537	NA	chrY	77828310	77828624
ENSMUSG00000100063	Gm28538	NA	chrY	77830030	77833373
ENSMUSG00000100722	Gm29569	NA	chrY	77865363	77868601
ENSMUSG00000096898	Gm20867	100041256	chrY	77972142	77974473
ENSMUSG00000096898	Gm20867	100861743	chrY	77972142	77974473
ENSMUSG00000096898	Gm20867	100862360	chrY	77972142	77974473
ENSMUSG00000096898	Gm20867	108168574	chrY	77972142	77974473
ENSMUSG00000096898	Gm20867	108168596	chrY	77972142	77974473
ENSMUSG00000101017	Gm21658	NA	chrY	78046288	78046983
ENSMUSG00000100366	Gm29568	NA	chrY	78063273	78064814
ENSMUSG00000100888	Gm29567	NA	chrY	78075953	78076567
ENSMUSG00000100433	Gm21198	108168592	chrY	78112774	78113469
ENSMUSG00000102111	Gm29566	NA	chrY	78158357	78168774
ENSMUSG00000101060	Gm29565	NA	chrY	78162121	78165360
ENSMUSG00000099497	Gm29147	NA	chrY	78334835	78335149
ENSMUSG00000099479	Gm29146	NA	chrY	78336563	78339904
ENSMUSG00000101115	Gm28664	NA	chrY	78368078	78378548
ENSMUSG00000100849	Gm28663	NA	chrY	78371897	78375134
ENSMUSG00000101194	Gm29149	NA	chrY	78482527	78483222
ENSMUSG00000099742	Gm29148	NA	chrY	78557175	78557510
ENSMUSG00000100999	Gm29145	NA	chrY	78584670	78585125
ENSMUSG00000101562	Gm29144	NA	chrY	78620665	78621003
ENSMUSG00000101321	Gm28817	NA	chrY	78643795	78668759
ENSMUSG00000100328	Gm28816	NA	chrY	78662528	78665322
ENSMUSG00000101098	Gm20808	108168606	chrY	78772615	78773307
ENSMUSG00000094739	Gm20806	100039574	chrY	78846990	78849325
ENSMUSG00000094739	Gm20806	100040429	chrY	78846990	78849325
ENSMUSG00000094739	Gm20806	100042268	chrY	78846990	78849325
ENSMUSG00000094739	Gm20806	100042475	chrY	78846990	78849325
ENSMUSG00000094739	Gm20806	100861821	chrY	78846990	78849325
ENSMUSG00000094739	Gm20806	108168537	chrY	78846990	78849325
ENSMUSG00000094739	Gm20806	108168538	chrY	78846990	78849325
ENSMUSG00000094739	Gm20806	108168539	chrY	78846990	78849325
ENSMUSG00000094739	Gm20806	108168540	chrY	78846990	78849325
ENSMUSG00000094739	Gm20806	108168541	chrY	78846990	78849325
ENSMUSG00000094739	Gm20806	108168542	chrY	78846990	78849325
ENSMUSG00000094739	Gm20806	108168543	chrY	78846990	78849325
ENSMUSG00000094739	Gm20806	108168549	chrY	78846990	78849325
ENSMUSG00000094739	Gm20806	108168550	chrY	78846990	78849325
ENSMUSG00000094739	Gm20806	108168556	chrY	78846990	78849325
ENSMUSG00000094739	Gm20806	108168561	chrY	78846990	78849325
ENSMUSG00000094739	Gm20806	108168562	chrY	78846990	78849325
ENSMUSG00000094739	Gm20806	108168563	chrY	78846990	78849325
ENSMUSG00000094739	Gm20806	108168597	chrY	78846990	78849325
ENSMUSG00000094739	Gm20806	108168665	chrY	78846990	78849325
ENSMUSG00000094739	Gm20806	118567358	chrY	78846990	78849325
ENSMUSG00000102071	Gm28815	NA	chrY	78876751	78877365
ENSMUSG00000100741	Gm28814	NA	chrY	78913583	78914278
ENSMUSG00000101804	Gm28813	NA	chrY	78939065	78942302
ENSMUSG00000099849	Gm29274	NA	chrY	42414903	42418140
ENSMUSG00000100822	Gm29275	NA	chrY	42442989	42446223
ENSMUSG00000101471	Gm29276	NA	chrY	42505428	42537595
ENSMUSG00000101455	Gm21805	NA	chrY	42690697	42691392
ENSMUSG00000099700	Gm29645	NA	chrY	42726150	42726677
ENSMUSG00000101811	Gm28312	NA	chrY	42788498	42789025
ENSMUSG00000099833	Gm29165	NA	chrY	42887096	42911495
ENSMUSG00000101259	Gm21242	NA	chrY	79676144	79676839
ENSMUSG00000101247	Gm29042	NA	chrY	42930494	42930940
ENSMUSG00000100610	Gm29031	NA	chrY	79705984	79706597
ENSMUSG00000099408	Gm28311	NA	chrY	43002855	43006089
ENSMUSG00000101197	Gm29032	NA	chrY	79742790	79743486
ENSMUSG00000101207	Gm28310	NA	chrY	43031744	43034976
ENSMUSG00000102016	Gm29606	NA	chrY	79784719	79787514
ENSMUSG00000099542	Gm28504	NA	chrY	43096647	43127121
ENSMUSG00000101340	Gm29607	NA	chrY	79894869	79895564
ENSMUSG00000100107	Gm28567	NA	chrY	43326667	43327359
ENSMUSG00000099972	Gm21248	NA	chrY	79969655	79970350
ENSMUSG00000100051	Gm28568	NA	chrY	43406479	43409712
ENSMUSG00000101733	Gm29189	NA	chrY	79996888	79997502
ENSMUSG00000099977	Gm29286	NA	chrY	43758445	43760724
ENSMUSG00000099415	Gm29285	NA	chrY	43797976	43798503
ENSMUSG00000100953	Gm28280	NA	chrY	43820606	43822969
ENSMUSG00000096332	Gm21241	NA	chrY	43907507	43933594
ENSMUSG00000099734	Gm28159	NA	chrY	80231342	80232037
ENSMUSG00000100693	Gm28278	NA	chrY	44109952	44113186
ENSMUSG00000100723	Gm28160	NA	chrY	80250712	80251026
ENSMUSG00000101981	Gm28157	NA	chrY	80252441	80255782
ENSMUSG00000100148	Gm28158	NA	chrY	80399838	80400533
ENSMUSG00000100756	Gm21257	108168621	chrY	80474503	80475198
ENSMUSG00000099805	Gm28161	NA	chrY	80504296	80504909
ENSMUSG00000101070	Gm28695	NA	chrY	80541092	80541788
ENSMUSG00000100286	Gm28696	NA	chrY	80547675	80551023
ENSMUSG00000101833	Gm20791	NA	chrY	80693080	80693772
ENSMUSG00000102081	Gm28886	NA	chrY	44303647	44304174
ENSMUSG00000101688	Gm20841	108168563	chrY	80767608	80768303
ENSMUSG00000099679	Gm28899	NA	chrY	80797230	80797844
ENSMUSG00000102031	Gm29426	NA	chrY	44341258	44343536
ENSMUSG00000100408	Gm28885	NA	chrY	44409592	44410154
ENSMUSG00000100991	Gm21856	118568465	chrY	44713325	44714020
ENSMUSG00000102116	Gm28887	NA	chrY	44773755	44782728
ENSMUSG00000101637	Gm28896	NA	chrY	81024661	81025356
ENSMUSG00000101649	Gm29444	NA	chrY	44776352	44779241
ENSMUSG00000100245	Gm21282	108168656	chrY	81215067	81215762
ENSMUSG00000095353	Gm21783	NA	chrY	44935913	44936608
ENSMUSG00000100469	Gm28895	NA	chrY	81296249	81296944
ENSMUSG00000101802	Gm29445	NA	chrY	44999347	45002579
ENSMUSG00000100821	Gm28894	NA	chrY	81325768	81326382
ENSMUSG00000101058	Gm21829	NA	chrY	81362608	81363303
ENSMUSG00000099790	Gm28457	NA	chrY	45181085	45184316
ENSMUSG00000100187	Gm29324	NA	chrY	81407170	81410407
ENSMUSG00000101594	Gm21779	118568466	chrY	45340981	45341676
ENSMUSG00000101962	Gm28741	NA	chrY	81630241	81633478
ENSMUSG00000100978	Gm20912	108168655	chrY	81735879	81736571
ENSMUSG00000100519	Gm20801	108168629	chrY	81810559	81811236
ENSMUSG00000100598	Gm28742	NA	chrY	81843048	81843662
ENSMUSG00000100011	Gm28458	NA	chrY	45404305	45407537
ENSMUSG00000100591	Gm21919	NA	chrY	81879866	81880561
ENSMUSG00000100879	Gm28743	NA	chrY	81886681	81890029
ENSMUSG00000100974	Gm28459	NA	chrY	45708643	45709338
ENSMUSG00000101675	Gm28461	NA	chrY	45744076	45744603
ENSMUSG00000099480	Gm28124	NA	chrY	81921959	81925197
ENSMUSG00000101914	Gm21790	NA	chrY	82030498	82031190
ENSMUSG00000099834	Gm21728	NA	chrY	82105080	82105774
ENSMUSG00000100499	Gm28460	NA	chrY	45767025	45769385
ENSMUSG00000100298	Gm28126	NA	chrY	82121972	82123514
ENSMUSG00000100256	Gm28851	NA	chrY	45806463	45806990
ENSMUSG00000101201	Gm28125	NA	chrY	82137211	82137825
ENSMUSG00000101003	Gm28456	108168560	chrY	45829380	45831743
ENSMUSG00000100438	Gm21825	NA	chrY	82174006	82174701
ENSMUSG00000100640	Gm29073	NA	chrY	45905005	45929408
ENSMUSG00000100628	Gm29648	NA	chrY	46352193	46353290
ENSMUSG00000100989	Gm29647	NA	chrY	46487189	46517631
ENSMUSG00000100268	Gm29468	NA	chrY	82327836	82328531
ENSMUSG00000100003	Gm29646	NA	chrY	46579374	46582607
ENSMUSG00000101343	Gm29469	NA	chrY	82356385	82356699
ENSMUSG00000101907	Gm29472	NA	chrY	82358114	82361457
ENSMUSG00000099462	Gm28549	NA	chrY	46608269	46611503
ENSMUSG00000100035	Gm29473	NA	chrY	82393458	82396694
ENSMUSG00000101434	Gm29211	NA	chrY	46697502	46721894
ENSMUSG00000101072	Gm29470	NA	chrY	82504227	82504922
ENSMUSG00000100061	Gm29212	NA	chrY	46732385	46732999
ENSMUSG00000100994	Gm21333	108168616	chrY	82578781	82579476
ENSMUSG00000100611	Gm21247	108168661	chrY	46762008	46762700
ENSMUSG00000100861	Gm29382	NA	chrY	82608559	82609173
ENSMUSG00000100317	Gm28224	NA	chrY	82645176	82645872
ENSMUSG00000101138	Gm29210	108168560	chrY	46852250	46854613
ENSMUSG00000101329	Gm28226	NA	chrY	82651759	82655107
ENSMUSG00000100871	Gm29213	NA	chrY	46877022	46877549
ENSMUSG00000100532	Gm28225	NA	chrY	82686996	82690235
ENSMUSG00000100716	Gm28550	NA	chrY	46914639	46916999
ENSMUSG00000099374	Gm21344	108168611	chrY	82798320	82799012
ENSMUSG00000100325	Gm28604	NA	chrY	46939447	46939974
ENSMUSG00000100882	Gm20849	118568457	chrY	82872602	82873297
ENSMUSG00000100048	Gm28603	118568467	chrY	46974892	46975587
ENSMUSG00000101772	Gm28829	NA	chrY	82902255	82902869
ENSMUSG00000099667	Gm21901	NA	chrY	82939007	82939702
ENSMUSG00000099789	Gm28565	NA	chrY	47256776	47259054
ENSMUSG00000099593	Gm28566	NA	chrY	47296338	47296865
ENSMUSG00000101109	Gm28697	NA	chrY	47319171	47321535
ENSMUSG00000101582	Gm28828	NA	chrY	83128900	83129595
ENSMUSG00000101541	Gm28554	NA	chrY	47362549	47363076
ENSMUSG00000101273	Gm28831	NA	chrY	83165909	83166223
ENSMUSG00000101508	Gm28832	NA	chrY	83202996	83206233
ENSMUSG00000100339	Gm21864	NA	chrY	83299153	83299848
ENSMUSG00000099546	Gm21802	NA	chrY	83372955	83373650
ENSMUSG00000101884	Gm28658	NA	chrY	83402101	83402715
ENSMUSG00000100906	Gm29238	NA	chrY	83438978	83439672
ENSMUSG00000100852	Gm29056	NA	chrY	47549381	47552613
ENSMUSG00000100092	Gm21088	NA	chrY	83548836	83562753
ENSMUSG00000100284	Gm29239	NA	chrY	83628709	83629404
ENSMUSG00000099532	Gm29098	NA	chrY	47578323	47581558
ENSMUSG00002075613	Gm54343	NA	chrY	83686611	83686718
ENSMUSG00000118466	Gm21170	NA	chrY	47671271	47689642
ENSMUSG00000100986	Gm21741	NA	chrY	83726356	83727051
ENSMUSG00000102054	Gm29373	102635519	chrY	47836541	47839774
ENSMUSG00000101718	Gm20862	108168571	chrY	83801140	83801835
ENSMUSG00002076259	Gm54344	NA	chrY	83823857	83823964
ENSMUSG00000101131	Gm29370	NA	chrY	47861421	47861948
ENSMUSG00000099736	Gm20863	108168668	chrY	83863633	83864328
ENSMUSG00000099339	Gm21751	NA	chrY	47896836	47897531
ENSMUSG00000101657	Gm20864	NA	chrY	83938309	83939004
ENSMUSG00000100740	Gm29476	NA	chrY	83967972	83968586
ENSMUSG00000099674	Gm29166	NA	chrY	48190346	48192623
ENSMUSG00000100718	Gm21717	NA	chrY	84004921	84005616
ENSMUSG00000101069	Gm28194	NA	chrY	48224625	48225152
ENSMUSG00000100023	Gm28753	NA	chrY	48439224	48442459
ENSMUSG00000099915	Gm21191	NA	chrY	48532009	48558046
ENSMUSG00000100086	Gm21271	NA	chrY	48599393	48600085
ENSMUSG00000100531	Gm28475	NA	chrY	84268910	84272146
ENSMUSG00000099483	Gm28476	NA	chrY	84376824	84377519
ENSMUSG00000101310	Gm21281	108168635	chrY	48674376	48675068
ENSMUSG00000101742	Gm21380	108168567	chrY	84451538	84452233
ENSMUSG00000100646	Gm28193	NA	chrY	48704063	48704677
ENSMUSG00000100024	Gm21782	NA	chrY	84500372	84501049
ENSMUSG00000099409	Gm28751	NA	chrY	48948783	48949478
ENSMUSG00000099522	Gm28752	NA	chrY	48985777	48986091
ENSMUSG00000100938	Gm28726	NA	chrY	49022863	49026102
ENSMUSG00000101821	Gm21308	NA	chrY	49322667	49323362
ENSMUSG00000101950	Gm29267	NA	chrY	49397629	49398006
ENSMUSG00000099441	Gm29268	NA	chrY	49426958	49427572
ENSMUSG00000102079	Gm21879	NA	chrY	85028069	85028764
ENSMUSG00000100411	Gm29269	NA	chrY	49463866	49464561
ENSMUSG00000100449	Gm28757	NA	chrY	85097921	85098616
ENSMUSG00000100970	Gm29270	NA	chrY	49470399	49473740
ENSMUSG00000101990	Gm20856	NA	chrY	85179371	85180066
ENSMUSG00000099642	Gm28348	NA	chrY	85196350	85197931
ENSMUSG00000101354	Gm28973	NA	chrY	85209054	85209666
ENSMUSG00000101204	Gm29271	NA	chrY	49505627	49508865
ENSMUSG00000101835	Gm21734	NA	chrY	85245947	85246642
